i0,s0_idx,s0,s1,s1_label,s2,s2_label
1052,7243,"Most <b>advocates</b> of biological theories do not express themselves in the same bizarre language and style as Lombroso, and such theories of crime are not merely historical relics that died with Lombroso.","Most <b>supporters</b> of biological theories do not express themselves in the same bizarre language and style as Lombroso, and such theories of crime are not merely historical relics that died with Lombroso.",apt,"Most <b>counselors</b> of biological theories do not express themselves in the same bizarre language and style as Lombroso, and such theories of crime are not merely historical relics that died with Lombroso.",inapt
1053,7247,"In a major study of institutionalised delinquents (delinquents in some <b>form</b> of custody) in the USA in the 1950s, Sheldon and Eleanor Glueck found that delinquent boys were twice as likely to have a mesomorphic build, a chunky, muscular, compared with non-delinquent boys.","In a major study of institutionalised delinquents (delinquents in some <b>type</b> of custody) in the USA in the 1950s, Sheldon and Eleanor Glueck found that delinquent boys were twice as likely to have a mesomorphic build, a chunky, muscular, compared with non-delinquent boys.",apt,"In a major study of institutionalised delinquents (delinquents in some <b>contour</b> of custody) in the USA in the 1950s, Sheldon and Eleanor Glueck found that delinquent boys were twice as likely to have a mesomorphic build, a chunky, muscular, compared with non-delinquent boys.",inapt
1054,7255,"Furthermore, it has been <b>found</b> that the association between delinquency on the one hand and height, weight and physique on the other is greatly reduced once social, background factors are taken into account.","Furthermore, it has been <b>discovered</b> that the association between delinquency on the one hand and height, weight and physique on the other is greatly reduced once social, background factors are taken into account.",apt,"Furthermore, it has been <b>chanced</b> that the association between delinquency on the one hand and height, weight and physique on the other is greatly reduced once social, background factors are taken into account.",inapt
1055,7255,"Furthermore, it has been <b>found</b> that the association between delinquency on the one hand and height, weight and physique on the other is greatly reduced once social, background factors are taken into account.","Furthermore, it has been <b>discovered</b> that the association between delinquency on the one hand and height, weight and physique on the other is greatly reduced once social, background factors are taken into account.",apt,"Furthermore, it has been <b>encountered</b> that the association between delinquency on the one hand and height, weight and physique on the other is greatly reduced once social, background factors are taken into account.",inapt
1056,7255,"Furthermore, it has been <b>found</b> that the association between delinquency on the one hand and height, weight and physique on the other is greatly reduced once social, background factors are taken into account.","Furthermore, it has been <b>chanced</b> that the association between delinquency on the one hand and height, weight and physique on the other is greatly reduced once social, background factors are taken into account.",inapt,"Furthermore, it has been <b>encountered</b> that the association between delinquency on the one hand and height, weight and physique on the other is greatly reduced once social, background factors are taken into account.",inapt
1057,7259,"Furthermore, it has been found that the association between delinquency on the one hand and height, weight and physique on the other is greatly reduced once social, <b>background</b> factors are taken into account.","Furthermore, it has been found that the association between delinquency on the one hand and height, weight and physique on the other is greatly reduced once social, <b>cultural</b> factors are taken into account.",apt,"Furthermore, it has been found that the association between delinquency on the one hand and height, weight and physique on the other is greatly reduced once social, <b>ground</b> factors are taken into account.",inapt
1058,7274,"An individual's degree of extroversion or introversion is <b>inherited</b>, determined by his or her genetic make-up.","An individual's degree of extroversion or introversion is <b>hereditary</b>, determined by his or her genetic make-up.",apt,"An individual's degree of extroversion or introversion is <b>gotten</b>, determined by his or her genetic make-up.",inapt
1059,7274,"An individual's degree of extroversion or introversion is <b>inherited</b>, determined by his or her genetic make-up.","An individual's degree of extroversion or introversion is <b>hereditary</b>, determined by his or her genetic make-up.",apt,"An individual's degree of extroversion or introversion is <b>acquired</b>, determined by his or her genetic make-up.",inapt
1060,7274,"An individual's degree of extroversion or introversion is <b>inherited</b>, determined by his or her genetic make-up.","An individual's degree of extroversion or introversion is <b>gotten</b>, determined by his or her genetic make-up.",inapt,"An individual's degree of extroversion or introversion is <b>acquired</b>, determined by his or her genetic make-up.",inapt
1061,7280,Eysenck then argues that extroversion is the <b>inherited</b> basis of criminal behaviour.,Eysenck then argues that extroversion is the <b>genetic</b> basis of criminal behaviour.,apt,Eysenck then argues that extroversion is the <b>transmitted</b> basis of criminal behaviour.,inapt
1062,7282,"Extroverts take longer to learn the <b>rules</b> of society, they are more likely to break them, and thus more likely become convicted criminals.","Extroverts take longer to learn the <b>regulations</b> of society, they are more likely to break them, and thus more likely become convicted criminals.",apt,"Extroverts take longer to learn the <b>rulers</b> of society, they are more likely to break them, and thus more likely become convicted criminals.",inapt
1063,7296,"Psychological theories, however, see these characteristics as a result of unusual or abnormal experiences, rather than as <b>inherited</b>.","Psychological theories, however, see these characteristics as a result of unusual or abnormal experiences, rather than as <b>hereditary</b>.",apt,"Psychological theories, however, see these characteristics as a result of unusual or abnormal experiences, rather than as <b>acquired</b>.",inapt
1064,7296,"Psychological theories, however, see these characteristics as a result of unusual or abnormal experiences, rather than as <b>inherited</b>.","Psychological theories, however, see these characteristics as a result of unusual or abnormal experiences, rather than as <b>genetic</b>.",apt,"Psychological theories, however, see these characteristics as a result of unusual or abnormal experiences, rather than as <b>acquired</b>.",inapt
1065,7296,"Psychological theories, however, see these characteristics as a result of unusual or abnormal experiences, rather than as <b>inherited</b>.","Psychological theories, however, see these characteristics as a result of unusual or abnormal experiences, rather than as <b>hereditary</b>.",apt,"Psychological theories, however, see these characteristics as a result of unusual or abnormal experiences, rather than as <b>genetic</b>.",apt
1066,7301,"However, psychological causes are seen as treatable, whereas biological causes <b>mark</b> the individual for life.","However, psychological causes are seen as treatable, whereas biological causes <b>affect</b> the individual for life.",apt,"However, psychological causes are seen as treatable, whereas biological causes <b>change</b> the individual for life.",inapt
1067,7325,"The problem with assessing the influence of parental and family dimensions, such as weak supervision or parental criminality, is the fact that they are closely linked to various <b>aspects</b> of social and economic disadvantage, such as poverty, overcrowding and poor housing.","The problem with assessing the influence of parental and family dimensions, such as weak supervision or parental criminality, is the fact that they are closely linked to various <b>facets</b> of social and economic disadvantage, such as poverty, overcrowding and poor housing.",apt,"The problem with assessing the influence of parental and family dimensions, such as weak supervision or parental criminality, is the fact that they are closely linked to various <b>views</b> of social and economic disadvantage, such as poverty, overcrowding and poor housing.",inapt
1068,7325,"The problem with assessing the influence of parental and family dimensions, such as weak supervision or parental criminality, is the fact that they are closely linked to various <b>aspects</b> of social and economic disadvantage, such as poverty, overcrowding and poor housing.","The problem with assessing the influence of parental and family dimensions, such as weak supervision or parental criminality, is the fact that they are closely linked to various <b>facets</b> of social and economic disadvantage, such as poverty, overcrowding and poor housing.",apt,"The problem with assessing the influence of parental and family dimensions, such as weak supervision or parental criminality, is the fact that they are closely linked to various <b>prospects</b> of social and economic disadvantage, such as poverty, overcrowding and poor housing.",inapt
1069,7325,"The problem with assessing the influence of parental and family dimensions, such as weak supervision or parental criminality, is the fact that they are closely linked to various <b>aspects</b> of social and economic disadvantage, such as poverty, overcrowding and poor housing.","The problem with assessing the influence of parental and family dimensions, such as weak supervision or parental criminality, is the fact that they are closely linked to various <b>facets</b> of social and economic disadvantage, such as poverty, overcrowding and poor housing.",apt,"The problem with assessing the influence of parental and family dimensions, such as weak supervision or parental criminality, is the fact that they are closely linked to various <b>vistas</b> of social and economic disadvantage, such as poverty, overcrowding and poor housing.",inapt
1070,7325,"The problem with assessing the influence of parental and family dimensions, such as weak supervision or parental criminality, is the fact that they are closely linked to various <b>aspects</b> of social and economic disadvantage, such as poverty, overcrowding and poor housing.","The problem with assessing the influence of parental and family dimensions, such as weak supervision or parental criminality, is the fact that they are closely linked to various <b>views</b> of social and economic disadvantage, such as poverty, overcrowding and poor housing.",inapt,"The problem with assessing the influence of parental and family dimensions, such as weak supervision or parental criminality, is the fact that they are closely linked to various <b>prospects</b> of social and economic disadvantage, such as poverty, overcrowding and poor housing.",inapt
1071,7325,"The problem with assessing the influence of parental and family dimensions, such as weak supervision or parental criminality, is the fact that they are closely linked to various <b>aspects</b> of social and economic disadvantage, such as poverty, overcrowding and poor housing.","The problem with assessing the influence of parental and family dimensions, such as weak supervision or parental criminality, is the fact that they are closely linked to various <b>views</b> of social and economic disadvantage, such as poverty, overcrowding and poor housing.",inapt,"The problem with assessing the influence of parental and family dimensions, such as weak supervision or parental criminality, is the fact that they are closely linked to various <b>vistas</b> of social and economic disadvantage, such as poverty, overcrowding and poor housing.",inapt
1072,7325,"The problem with assessing the influence of parental and family dimensions, such as weak supervision or parental criminality, is the fact that they are closely linked to various <b>aspects</b> of social and economic disadvantage, such as poverty, overcrowding and poor housing.","The problem with assessing the influence of parental and family dimensions, such as weak supervision or parental criminality, is the fact that they are closely linked to various <b>prospects</b> of social and economic disadvantage, such as poverty, overcrowding and poor housing.",inapt,"The problem with assessing the influence of parental and family dimensions, such as weak supervision or parental criminality, is the fact that they are closely linked to various <b>vistas</b> of social and economic disadvantage, such as poverty, overcrowding and poor housing.",inapt
1073,7333,"To summarise, these biological and psychological theories hold that the criminal is a particular type of person, apart from the <b>rest</b> of society and with a special predisposition toward criminal behaviour.","To summarise, these biological and psychological theories hold that the criminal is a particular type of person, apart from the <b>remainder</b> of society and with a special predisposition toward criminal behaviour.",apt,"To summarise, these biological and psychological theories hold that the criminal is a particular type of person, apart from the <b>support</b> of society and with a special predisposition toward criminal behaviour.",inapt
1074,7339,They lack convincing <b>supporting</b> evidence.,They lack convincing <b>backing</b> evidence.,apt,They lack convincing <b>load-bearing</b> evidence.,inapt
1075,7350,"In Chapter One, it was stressed that crime can not be considered aside from its social <b>context</b>, that it is dependent on society defining certain actions as criminal, and on the reaction of others to such actions.","In Chapter One, it was stressed that crime can not be considered aside from its social <b>setting</b>, that it is dependent on society defining certain actions as criminal, and on the reaction of others to such actions.",apt,"In Chapter One, it was stressed that crime can not be considered aside from its social <b>discourse</b>, that it is dependent on society defining certain actions as criminal, and on the reaction of others to such actions.",inapt
1076,7361,In the process it will be necessary to examine not only the extent to which geographic issues feature on the policy issues agenda in these <b>fields</b> but also the institutional context which governs decision-making and the extent to which data are available for research and policy analysis purposes.,In the process it will be necessary to examine not only the extent to which geographic issues feature on the policy issues agenda in these <b>areas</b> but also the institutional context which governs decision-making and the extent to which data are available for research and policy analysis purposes.,apt,In the process it will be necessary to examine not only the extent to which geographic issues feature on the policy issues agenda in these <b>tracts</b> but also the institutional context which governs decision-making and the extent to which data are available for research and policy analysis purposes.,inapt
1077,7361,In the process it will be necessary to examine not only the extent to which geographic issues feature on the policy issues agenda in these <b>fields</b> but also the institutional context which governs decision-making and the extent to which data are available for research and policy analysis purposes.,In the process it will be necessary to examine not only the extent to which geographic issues feature on the policy issues agenda in these <b>areas</b> but also the institutional context which governs decision-making and the extent to which data are available for research and policy analysis purposes.,apt,In the process it will be necessary to examine not only the extent to which geographic issues feature on the policy issues agenda in these <b>parcels</b> but also the institutional context which governs decision-making and the extent to which data are available for research and policy analysis purposes.,inapt
1078,7361,In the process it will be necessary to examine not only the extent to which geographic issues feature on the policy issues agenda in these <b>fields</b> but also the institutional context which governs decision-making and the extent to which data are available for research and policy analysis purposes.,In the process it will be necessary to examine not only the extent to which geographic issues feature on the policy issues agenda in these <b>tracts</b> but also the institutional context which governs decision-making and the extent to which data are available for research and policy analysis purposes.,inapt,In the process it will be necessary to examine not only the extent to which geographic issues feature on the policy issues agenda in these <b>parcels</b> but also the institutional context which governs decision-making and the extent to which data are available for research and policy analysis purposes.,inapt
1079,7364,In the process it will be necessary to examine not only the extent to which geographic issues feature on the policy issues agenda in these fields but also the institutional context which governs decision-making and the <b>extent</b> to which data are available for research and policy analysis purposes.,In the process it will be necessary to examine not only the extent to which geographic issues feature on the policy issues agenda in these fields but also the institutional context which governs decision-making and the <b>degree</b> to which data are available for research and policy analysis purposes.,apt,In the process it will be necessary to examine not only the extent to which geographic issues feature on the policy issues agenda in these fields but also the institutional context which governs decision-making and the <b>magnitude</b> to which data are available for research and policy analysis purposes.,inapt
1080,7389,In this <b>way</b> the chapters in this part present a number of perspectives which essentially complement and amplify the discussion in the previous part.,In this <b>manner</b> the chapters in this part present a number of perspectives which essentially complement and amplify the discussion in the previous part.,apt,In this <b>direction</b> the chapters in this part present a number of perspectives which essentially complement and amplify the discussion in the previous part.,inapt
1081,7413,There are important differences between the chapters in this part both in the nature of the demands that they make on geographic information and also in the relative importance that is attached to geographic criteria as against other issues by planners and decision-makers in these <b>fields</b>.,There are important differences between the chapters in this part both in the nature of the demands that they make on geographic information and also in the relative importance that is attached to geographic criteria as against other issues by planners and decision-makers in these <b>areas</b>.,apt,There are important differences between the chapters in this part both in the nature of the demands that they make on geographic information and also in the relative importance that is attached to geographic criteria as against other issues by planners and decision-makers in these <b>tracts</b>.,inapt
1082,7413,There are important differences between the chapters in this part both in the nature of the demands that they make on geographic information and also in the relative importance that is attached to geographic criteria as against other issues by planners and decision-makers in these <b>fields</b>.,There are important differences between the chapters in this part both in the nature of the demands that they make on geographic information and also in the relative importance that is attached to geographic criteria as against other issues by planners and decision-makers in these <b>areas</b>.,apt,There are important differences between the chapters in this part both in the nature of the demands that they make on geographic information and also in the relative importance that is attached to geographic criteria as against other issues by planners and decision-makers in these <b>parcels</b>.,inapt
1083,7413,There are important differences between the chapters in this part both in the nature of the demands that they make on geographic information and also in the relative importance that is attached to geographic criteria as against other issues by planners and decision-makers in these <b>fields</b>.,There are important differences between the chapters in this part both in the nature of the demands that they make on geographic information and also in the relative importance that is attached to geographic criteria as against other issues by planners and decision-makers in these <b>tracts</b>.,inapt,There are important differences between the chapters in this part both in the nature of the demands that they make on geographic information and also in the relative importance that is attached to geographic criteria as against other issues by planners and decision-makers in these <b>parcels</b>.,inapt
1084,7436,The <b>range</b> of data sets involved and the demands that are made on GIS technology in applications of this kind are often more limited than those of previous applications fields.,The <b>variety</b> of data sets involved and the demands that are made on GIS technology in applications of this kind are often more limited than those of previous applications fields.,apt,The <b>tract</b> of data sets involved and the demands that are made on GIS technology in applications of this kind are often more limited than those of previous applications fields.,inapt
1085,7436,The <b>range</b> of data sets involved and the demands that are made on GIS technology in applications of this kind are often more limited than those of previous applications fields.,The <b>variety</b> of data sets involved and the demands that are made on GIS technology in applications of this kind are often more limited than those of previous applications fields.,apt,The <b>parcel</b> of data sets involved and the demands that are made on GIS technology in applications of this kind are often more limited than those of previous applications fields.,inapt
1086,7436,The <b>range</b> of data sets involved and the demands that are made on GIS technology in applications of this kind are often more limited than those of previous applications fields.,The <b>tract</b> of data sets involved and the demands that are made on GIS technology in applications of this kind are often more limited than those of previous applications fields.,inapt,The <b>parcel</b> of data sets involved and the demands that are made on GIS technology in applications of this kind are often more limited than those of previous applications fields.,inapt
1087,7465,"This highlights the challenges for research in a field categorized by a lack of data for some countries, varying definitions and <b>standards</b> in use, and unreasonably high user expectations.","This highlights the challenges for research in a field categorized by a lack of data for some countries, varying definitions and <b>principles</b> in use, and unreasonably high user expectations.",apt,"This highlights the challenges for research in a field categorized by a lack of data for some countries, varying definitions and <b>posts</b> in use, and unreasonably high user expectations.",inapt
1088,7476,"We should first <b>consider</b> the availability and quality of data concerning the populations who may be at risk from the storage and transport of hazardous substances, from toxic air pollution, from flooding and so on.","We should first <b>examine</b> the availability and quality of data concerning the populations who may be at risk from the storage and transport of hazardous substances, from toxic air pollution, from flooding and so on.",apt,"We should first <b>regard</b> the availability and quality of data concerning the populations who may be at risk from the storage and transport of hazardous substances, from toxic air pollution, from flooding and so on.",inapt
1089,7491,"Furthermore, the scales at which population estimates are often required means that even EDs are too <b>coarse</b> for risk assessments.","Furthermore, the scales at which population estimates are often required means that even EDs are too <b>rough</b> for risk assessments.",apt,"Furthermore, the scales at which population estimates are often required means that even EDs are too <b>harsh</b> for risk assessments.",inapt
1090,7506,A useful research <b>exercise</b> would be to compare the use of census and PAC data in deriving quantitative risk assessments and this is an interesting research problem.,A useful research <b>task</b> would be to compare the use of census and PAC data in deriving quantitative risk assessments and this is an interesting research problem.,apt,A useful research <b>workout</b> would be to compare the use of census and PAC data in deriving quantitative risk assessments and this is an interesting research problem.,inapt
1091,7508,A useful research exercise would be to compare the use of census and PAC data in deriving quantitative risk <b>assessments</b> and this is an interesting research problem.,A useful research exercise would be to compare the use of census and PAC data in deriving quantitative risk <b>ratings</b> and this is an interesting research problem.,apt,A useful research exercise would be to compare the use of census and PAC data in deriving quantitative risk <b>charges</b> and this is an interesting research problem.,inapt
1092,7519,In the UK we seem to be lagging well behind the USA in the construction of databases on hazardous sites and especially hazard events such as those involving toxic <b>releases</b>.,In the UK we seem to be lagging well behind the USA in the construction of databases on hazardous sites and especially hazard events such as those involving toxic <b>discharges</b>.,apt,In the UK we seem to be lagging well behind the USA in the construction of databases on hazardous sites and especially hazard events such as those involving toxic <b>liberations</b>.,inapt
1093,7519,In the UK we seem to be lagging well behind the USA in the construction of databases on hazardous sites and especially hazard events such as those involving toxic <b>releases</b>.,In the UK we seem to be lagging well behind the USA in the construction of databases on hazardous sites and especially hazard events such as those involving toxic <b>discharges</b>.,apt,In the UK we seem to be lagging well behind the USA in the construction of databases on hazardous sites and especially hazard events such as those involving toxic <b>spills</b>.,inapt
1094,7519,In the UK we seem to be lagging well behind the USA in the construction of databases on hazardous sites and especially hazard events such as those involving toxic <b>releases</b>.,In the UK we seem to be lagging well behind the USA in the construction of databases on hazardous sites and especially hazard events such as those involving toxic <b>liberations</b>.,inapt,In the UK we seem to be lagging well behind the USA in the construction of databases on hazardous sites and especially hazard events such as those involving toxic <b>spills</b>.,inapt
1095,7536,"In the USA the Environmental Protection Agency produces an Acute Hazards Events Database while the Department of Transportation has a database recording details of 25 000 <b>releases</b> of toxic materials; such details include locational information, type and amount of material released, mode of release and resulting injuries or deaths (Cutter and Solecki 1989).","In the USA the Environmental Protection Agency produces an Acute Hazards Events Database while the Department of Transportation has a database recording details of 25 000 <b>leaks</b> of toxic materials; such details include locational information, type and amount of material released, mode of release and resulting injuries or deaths (Cutter and Solecki 1989).",apt,"In the USA the Environmental Protection Agency produces an Acute Hazards Events Database while the Department of Transportation has a database recording details of 25 000 <b>liberations</b> of toxic materials; such details include locational information, type and amount of material released, mode of release and resulting injuries or deaths (Cutter and Solecki 1989).",inapt
1096,7550,"Further afield, we need to <b>recognize</b> that some disasters (most obviously Chernobyl) will have implications for more than one country so that environmental monitoring should take place with some kind of international co-ordination.","Further afield, we need to <b>acknowledge</b> that some disasters (most obviously Chernobyl) will have implications for more than one country so that environmental monitoring should take place with some kind of international co-ordination.",apt,"Further afield, we need to <b>distinguish</b> that some disasters (most obviously Chernobyl) will have implications for more than one country so that environmental monitoring should take place with some kind of international co-ordination.",inapt
1097,7554,"There will also be movements of hazardous cargoes across frontiers and there are clearly problems of risk <b>assessment</b> and planning for emergencies at or near international boundaries, or at sea and airports.","There will also be movements of hazardous cargoes across frontiers and there are clearly problems of risk <b>rating</b> and planning for emergencies at or near international boundaries, or at sea and airports.",apt,"There will also be movements of hazardous cargoes across frontiers and there are clearly problems of risk <b>charge</b> and planning for emergencies at or near international boundaries, or at sea and airports.",inapt
1098,7558,"As noted above, the work of Fedra (1989) is a major step in this <b>direction</b>, and links need to be forged between initiatives in the UK and the rest of Europe.","As noted above, the work of Fedra (1989) is a major step in this <b>area</b>, and links need to be forged between initiatives in the UK and the rest of Europe.",apt,"As noted above, the work of Fedra (1989) is a major step in this <b>way</b>, and links need to be forged between initiatives in the UK and the rest of Europe.",inapt
1099,7567,"The former Hazardous Waste Inspectorate <b>operated</b> a large database on all sites, with details of permitted wastes, including allowable quantities.","The former Hazardous Waste Inspectorate <b>ran</b> a large database on all sites, with details of permitted wastes, including allowable quantities.",apt,"The former Hazardous Waste Inspectorate <b>controlled</b> a large database on all sites, with details of permitted wastes, including allowable quantities.",inapt
1100,7572,Regional health authorities will from time to time <b>produce</b> mortality data at ward level.,Regional health authorities will from time to time <b>create</b> mortality data at ward level.,apt,Regional health authorities will from time to time <b>make</b> mortality data at ward level.,inapt
1102,7572,Regional health authorities will from time to time <b>produce</b> mortality data at ward level.,Regional health authorities will from time to time <b>make</b> mortality data at ward level.,inapt,Regional health authorities will from time to time <b>create</b> mortality data at ward level.,inapt
1103,7573,Regional health authorities will from time to time produce mortality data at ward <b>level</b>.,Regional health authorities will from time to time produce mortality data at ward <b>stage</b>.,apt,Regional health authorities will from time to time produce mortality data at ward <b>altitude</b>.,inapt
1104,7573,Regional health authorities will from time to time produce mortality data at ward <b>level</b>.,Regional health authorities will from time to time produce mortality data at ward <b>stage</b>.,apt,Regional health authorities will from time to time produce mortality data at ward <b>height</b>.,inapt
1105,7573,Regional health authorities will from time to time produce mortality data at ward <b>level</b>.,Regional health authorities will from time to time produce mortality data at ward <b>altitude</b>.,inapt,Regional health authorities will from time to time produce mortality data at ward <b>height</b>.,inapt
1106,7600,"Second, family health service authorities (FHSAs), are also required to take on these <b>roles</b>, but from the viewpoint of primary health care services.","Second, family health service authorities (FHSAs), are also required to take on these <b>jobs</b>, but from the viewpoint of primary health care services.",apt,"Second, family health service authorities (FHSAs), are also required to take on these <b>characters</b>, but from the viewpoint of primary health care services.",inapt
1107,7608,"Is it, we wonder, possible to contemplate bringing together some of these data sources to form a National Online Health Information System (NOHIS), to <b>parallel</b> that for employment and unemployment (Townsend et al. 1987)?","Is it, we wonder, possible to contemplate bringing together some of these data sources to form a National Online Health Information System (NOHIS), to <b>compare</b> that for employment and unemployment (Townsend et al. 1987)?",apt,"Is it, we wonder, possible to contemplate bringing together some of these data sources to form a National Online Health Information System (NOHIS), to <b>collimate</b> that for employment and unemployment (Townsend et al. 1987)?",inapt
1108,7631,"Here, in our <b>view</b>, is a classic case of the absence of a geographical input rendering the data of limited value.","Here, in our <b>opinion</b>, is a classic case of the absence of a geographical input rendering the data of limited value.",apt,"Here, in our <b>aspect</b>, is a classic case of the absence of a geographical input rendering the data of limited value.",inapt
1109,7631,"Here, in our <b>view</b>, is a classic case of the absence of a geographical input rendering the data of limited value.","Here, in our <b>opinion</b>, is a classic case of the absence of a geographical input rendering the data of limited value.",apt,"Here, in our <b>scene</b>, is a classic case of the absence of a geographical input rendering the data of limited value.",inapt
1110,7631,"Here, in our <b>view</b>, is a classic case of the absence of a geographical input rendering the data of limited value.","Here, in our <b>opinion</b>, is a classic case of the absence of a geographical input rendering the data of limited value.",apt,"Here, in our <b>vista</b>, is a classic case of the absence of a geographical input rendering the data of limited value.",inapt
1111,7631,"Here, in our <b>view</b>, is a classic case of the absence of a geographical input rendering the data of limited value.","Here, in our <b>opinion</b>, is a classic case of the absence of a geographical input rendering the data of limited value.",apt,"Here, in our <b>panorama</b>, is a classic case of the absence of a geographical input rendering the data of limited value.",inapt
1112,7631,"Here, in our <b>view</b>, is a classic case of the absence of a geographical input rendering the data of limited value.","Here, in our <b>aspect</b>, is a classic case of the absence of a geographical input rendering the data of limited value.",inapt,"Here, in our <b>scene</b>, is a classic case of the absence of a geographical input rendering the data of limited value.",inapt
1113,7631,"Here, in our <b>view</b>, is a classic case of the absence of a geographical input rendering the data of limited value.","Here, in our <b>aspect</b>, is a classic case of the absence of a geographical input rendering the data of limited value.",inapt,"Here, in our <b>vista</b>, is a classic case of the absence of a geographical input rendering the data of limited value.",inapt
1114,7631,"Here, in our <b>view</b>, is a classic case of the absence of a geographical input rendering the data of limited value.","Here, in our <b>aspect</b>, is a classic case of the absence of a geographical input rendering the data of limited value.",inapt,"Here, in our <b>panorama</b>, is a classic case of the absence of a geographical input rendering the data of limited value.",inapt
1115,7631,"Here, in our <b>view</b>, is a classic case of the absence of a geographical input rendering the data of limited value.","Here, in our <b>scene</b>, is a classic case of the absence of a geographical input rendering the data of limited value.",inapt,"Here, in our <b>vista</b>, is a classic case of the absence of a geographical input rendering the data of limited value.",inapt
1116,7631,"Here, in our <b>view</b>, is a classic case of the absence of a geographical input rendering the data of limited value.","Here, in our <b>scene</b>, is a classic case of the absence of a geographical input rendering the data of limited value.",inapt,"Here, in our <b>panorama</b>, is a classic case of the absence of a geographical input rendering the data of limited value.",inapt
1117,7631,"Here, in our <b>view</b>, is a classic case of the absence of a geographical input rendering the data of limited value.","Here, in our <b>vista</b>, is a classic case of the absence of a geographical input rendering the data of limited value.",inapt,"Here, in our <b>panorama</b>, is a classic case of the absence of a geographical input rendering the data of limited value.",inapt
1118,7682,While there is some research activity in linking statistical <b>models</b> to GIS there would seem to be scope for further applications of operations research techniques to GIS problems.,While there is some research activity in linking statistical <b>frameworks</b> to GIS there would seem to be scope for further applications of operations research techniques to GIS problems.,apt,While there is some research activity in linking statistical <b>simulations</b> to GIS there would seem to be scope for further applications of operations research techniques to GIS problems.,inapt
1119,7689,"Within some sophisticated GIS such as ARC/INFO there are some useful algorithms (such as shortest path calculations), but GIS developers have in general failed to realize the natural <b>links</b> between GIS functions and many operations research techniques.","Within some sophisticated GIS such as ARC/INFO there are some useful algorithms (such as shortest path calculations), but GIS developers have in general failed to realize the natural <b>connections</b> between GIS functions and many operations research techniques.",apt,"Within some sophisticated GIS such as ARC/INFO there are some useful algorithms (such as shortest path calculations), but GIS developers have in general failed to realize the natural <b>ties</b> between GIS functions and many operations research techniques.",inapt
1120,7690,"Within some sophisticated GIS such as ARC/INFO there are some useful algorithms (such as shortest path calculations), but GIS developers have in general failed to realize the natural links between GIS functions and many <b>operations</b> research techniques.","Within some sophisticated GIS such as ARC/INFO there are some useful algorithms (such as shortest path calculations), but GIS developers have in general failed to realize the natural links between GIS functions and many <b>organisations</b> research techniques.",apt,"Within some sophisticated GIS such as ARC/INFO there are some useful algorithms (such as shortest path calculations), but GIS developers have in general failed to realize the natural links between GIS functions and many <b>surgeries</b> research techniques.",inapt
1121,7703,"This, of course, is the classic transportation problem and its <b>solution</b> is well known.","This, of course, is the classic transportation problem and its <b>fix</b> is well known.",apt,"This, of course, is the classic transportation problem and its <b>mixture</b> is well known.",inapt
1122,7737,This one was in soft light green with a boxy shaped jacket and narrow skirt and the same green-and-white check material of the little sleeveless blouse had been used to <b>line</b> the jacket and face the wide reveres.,This one was in soft light green with a boxy shaped jacket and narrow skirt and the same green-and-white check material of the little sleeveless blouse had been used to <b>fit</b> the jacket and face the wide reveres.,apt,This one was in soft light green with a boxy shaped jacket and narrow skirt and the same green-and-white check material of the little sleeveless blouse had been used to <b>lie</b> the jacket and face the wide reveres.,inapt
1123,7747,But the transformation of a leggy young filly into a sleekly beautiful <b>racehorse</b> had been her doing.,But the transformation of a leggy young filly into a sleekly beautiful <b>charger</b> had been her doing.,apt,But the transformation of a leggy young filly into a sleekly beautiful <b>bangtail</b> had been her doing.,inapt
1124,7763,"I can count on you, Paula, I <b>feel</b> sure.’","I can count on you, Paula, I <b>am</b> sure.’",apt,"I can count on you, Paula, I <b>sense</b> sure.’",inapt
1125,7815,"From the hostel it was only a short tube ride to South Audley Street where Madame Mattli had her showrooms — yet another advantage, Paula thought, trying to weigh up the <b>points</b> in favour of the hostel, which she hated on sight.","From the hostel it was only a short tube ride to South Audley Street where Madame Mattli had her showrooms — yet another advantage, Paula thought, trying to weigh up the <b>advantages</b> in favour of the hostel, which she hated on sight.",apt,"From the hostel it was only a short tube ride to South Audley Street where Madame Mattli had her showrooms — yet another advantage, Paula thought, trying to weigh up the <b>components</b> in favour of the hostel, which she hated on sight.",inapt
1126,7815,"From the hostel it was only a short tube ride to South Audley Street where Madame Mattli had her showrooms — yet another advantage, Paula thought, trying to weigh up the <b>points</b> in favour of the hostel, which she hated on sight.","From the hostel it was only a short tube ride to South Audley Street where Madame Mattli had her showrooms — yet another advantage, Paula thought, trying to weigh up the <b>advantages</b> in favour of the hostel, which she hated on sight.",apt,"From the hostel it was only a short tube ride to South Audley Street where Madame Mattli had her showrooms — yet another advantage, Paula thought, trying to weigh up the <b>constituents</b> in favour of the hostel, which she hated on sight.",inapt
