i0,idx,s0,novelty,sid,genre,human_ans
2146,10740,"After the next change in dynasty, Thierry and Philip of Alsace strengthened their shaky claim to the comital <b>position</b> by attaining for themselves the prestige attached to being the outstanding crusaders of their generation.",0.206,ea7-fragment03-849,ACPROSE,rank role standing title
2147,10753,"But in the twelfth century, the house of Alsace could afford the high costs of their expeditions — Thierry went to Jerusalem four times, Philip twice — and the counts' repeated absences in fact promoted administrative reform; the baillis and the Grote Bref were as much the products of crusading as the English and Norman judicial <b>system</b> and exchequers were the product of the king-duke's divided attentions.",-0.147,ea7-fragment03-852,ACPROSE,structure agenda courts
2148,10761,"Had not his grandson Raymond V fulfilled his crusading obligation in his early youth, thereby freeing himself from the <b>necessity</b> of interrupting his career in the county, the principality of Toulouse might have disintegrated altogether.",0.147,ea7-fragment03-857,ACPROSE,need obligation essential
2149,10763,William IX's crusade of 1101 brought about <b>serious</b> financial problems in Aquitaine which caused rapid devaluation in the hitherto stable currency; and Robert Curthose's decision to mortgage Normandy to William Rufus in order to cover his crusading expenses exacerbated a conflict over the duchy which was not settled until the death of his son William Clito in 1128.,0.333,ea7-fragment03-858,ACPROSE,significant severe considerable
2150,10765,William IX's crusade of 1101 brought about serious financial problems in Aquitaine which caused rapid devaluation in the hitherto stable currency; and Robert Curthose's decision to mortgage Normandy to William Rufus in order to <b>cover</b> his crusading expenses exacerbated a conflict over the duchy which was not settled until the death of his son William Clito in 1128.,-0.212,ea7-fragment03-858,ACPROSE,fund pay explain safeguard
2151,10769,"Yet the <b>appeal</b> of crusading was, if anything, even stronger to those aristocratic houses just below the level of the princely: it was, after all, the house of Boulogne which produced the first two rulers of Jerusalem.",0.242,ea7-fragment03-860,ACPROSE,interest attraction allure excitement request charm
2152,10777,"On occasion, their determination to sacrifice for Christ played directly into their overlord's <b>hands</b>, as when the count of La Marche, who had no direct heir, sold his county to King Henry II in 1177.",-0.083,ea7-fragment03-862,ACPROSE,desires palms clutches control plans
2153,10781,The political spin-offs from crusading are therefore more difficult to <b>calculate</b> than at first glance they might appear.,0.088,ea7-fragment03-864,ACPROSE,estimate envisage determine compute
2154,10787,"The irony of this lay in the fact that the Second Crusade was counter-productive in Outremer, embittered relations with Byzantium, and resulted in the deaths of <b>enormous</b> numbers of its participants, particularly those drawn from the non­aristocratic classes.",0.097,ea7-fragment03-866,ACPROSE,vast large massive colossal boundless huge
2155,10793,"His friendship with Raymond V of Toulouse, a fellow warrior, <b>reversed</b> the trend of history since the middle of the tenth century, in bringing the princes of the far south back into the king's mouvance.",0.111,ea7-fragment03-870,ACPROSE,overturned inverted bucked changed diverted
2156,10800,"The great joint expeditions, the combined leaderships, although not without <b>friction</b>, had been justified by their outstanding achievement, the conquest and maintenance of Jerusalem.",0.312,ea7-fragment03-874,ACPROSE,difficulties tension discord
2157,10805,"The Second Crusade, however, was launched with St Bernard's <b>ringing</b> appeal to the count and barons of Brittany:",0.235,ea7-fragment03-877,ACPROSE,booming loud compelling imploring
2158,10806,"In <b>taking</b> his place at the head of the Second Crusade, the Rex Francorum decisively hastened the transformation of the Franks into the French.",-0.121,ea7-fragment03-878,ACPROSE,seizing positioning filling reaching assuming
2159,10811,That is the first thing which anyone <b>surveying</b> the literature would notice.,0.364,ecv-fragment05-1041,ACPROSE,reading examining studying researching
2160,10814,"Along with a selection from a list including women, animals, madmen, foreigners, slaves, patients and imbeciles, children have served in that great class of beings, the ‘not-men’, in <b>contrast</b> with which male philosophers have defined and valued themselves.",-0.057,ecv-fragment05-1042,ACPROSE,comparison contradiction opposite
2161,10815,"Along with a selection from a list including women, animals, madmen, foreigners, slaves, patients and imbeciles, children have served in that great class of beings, the ‘not-men’, in contrast with which male philosophers have <b>defined</b> and valued themselves.",-0.206,ecv-fragment05-1042,ACPROSE,identified demarcated characterised described
2162,10816,"Along with a selection from a list including women, animals, madmen, foreigners, slaves, patients and imbeciles, children have served in that great class of beings, the ‘not-men’, in contrast with which male philosophers have defined and <b>valued</b> themselves.",-0.032,ecv-fragment05-1042,ACPROSE,respected praised assessed venerated
2163,10818,"Unlike the others who appear and <b>disappear</b> as fashion and progress dictate, children occupy a permanent place in the list partly because of their continuing presence as a potential sub-class, partly because they have never protested and mainly because it is assumed that in favourable circumstances they will become men and therefore require attention.",0.219,ecv-fragment05-1043,ACPROSE,vanish
2164,10829,"Education was to <b>guide</b> the infant through the transition to manhood including such stages as childhood, boyhood and youth.",0.152,ecv-fragment05-1047,ACPROSE,pilot move nurture teach steer
2165,10831,That is the second <b>thing</b> to notice; the philosopher's children are boys.,-0.294,ecv-fragment05-1048,ACPROSE,item fact point
2166,10851,"Such an ideal does not stand isolated from the practices which strive towards it but interacts with those practices, helps to <b>construct</b> them, and is in turn constructed by them.",0.294,ecv-fragment05-1054,ACPROSE,build bolster engineer
2167,10854,The <b>great</b> philosophers have always produced such a person-oriented account at least for those whose education was thought to matter.,-0.125,ecv-fragment05-1055,ACPROSE,best celebrated legendary exceptional renowned
2168,10858,"Education has been directed at the <b>production</b> of the rational, the free, the independent of mind, the dignified, in short, the autonomous human being.",0.176,ecv-fragment05-1056,ACPROSE,creation building cultivation
2169,10860,"Education has been directed at the production of the rational, the free, the independent of mind, the dignified, in short, the <b>autonomous</b> human being.",0.257,ecv-fragment05-1056,ACPROSE,self-governing independent individual
2170,10861,"Yet because the philosopher's adult has traditionally been male, his children boy children, and his educational programmes <b>designed</b> to facilitate the transition between them, the ideal of the fully human person has been masculinised to the point where otherwise thoughtful and sometimes good and wise men have unashamedly admitted that this defining ideal is not applicable to half the species.",-0.226,ecv-fragment05-1057,ACPROSE,made engineered constructed intended outlined
2171,10864,"Yet because the philosopher's adult has traditionally been male, his children boy children, and his educational programmes designed to facilitate the transition between them, the ideal of the fully human person has been masculinised to the point where otherwise thoughtful and sometimes good and wise men have unashamedly admitted that this <b>defining</b> ideal is not applicable to half the species.",0.091,ecv-fragment05-1057,ACPROSE,captivating specific limiting decisive portraying
2172,10873,"The degeneration occurs, not because men are congenitally or even incorrigibly narrow, libertine, <b>isolated</b> or selfish, but because in defining themselves as autonomous beings in opposition to other human beings they have had to seek what separates them as a group from others.",0.29,ecv-fragment05-1059,ACPROSE,alone individual insular removed secluded
2173,10874,"The degeneration occurs, not because men are congenitally or even incorrigibly narrow, libertine, isolated or selfish, but because in <b>defining</b> themselves as autonomous beings in opposition to other human beings they have had to seek what separates them as a group from others.",0.091,ecv-fragment05-1059,ACPROSE,describing characterising seeing characterizing
2174,10876,"The degeneration occurs, not because men are congenitally or even incorrigibly narrow, libertine, isolated or selfish, but because in defining themselves as autonomous beings in opposition to other human beings they have had to seek what <b>separates</b> them as a group from others.",-0.061,ecv-fragment05-1059,ACPROSE,distinguishes demarcates defines differentiates
2175,10882,Moral <b>autonomy</b> is concerned with individuals not with groups; a conception of autonomy which depends upon group membership displays its own contradiction.,0.281,ecv-fragment05-1061,ACPROSE,freedom ownership
2176,10885,Moral autonomy is concerned with individuals not with groups; a <b>conception</b> of autonomy which depends upon group membership displays its own contradiction.,0.441,ecv-fragment05-1061,ACPROSE,understanding notion
2177,10887,Moral autonomy is concerned with individuals not with groups; a conception of autonomy which depends upon <b>group</b> membership displays its own contradiction.,-0.118,ecv-fragment05-1061,ACPROSE,pack team collective party
2178,10896,When philosophers dismiss women as ‘not-men’ they frequently do more than simply lump them <b>together</b> with children or lunatics.,-0.114,ecv-fragment05-1067,ACPROSE,along simultaneously all in collectively
2179,10897,Explicitly or implicitly the suggestion is that women are children or lunatics or whichever other <b>company</b> they keep.,0.147,ecv-fragment05-1068,ACPROSE,friends association acquaintance acquaintances
2180,10899,It would be well to know just what this <b>entails</b>.,-0.03,ecv-fragment05-1069,ACPROSE,involves includes
2181,10912,"It is no <b>accident</b> that the liberation of women, such as it is, should form part of a wider movement of liberation in general; liberation for one part of the ‘not-men’ is bound to have a knock-on effect when your fellow groups are sometimes quite literally identified with you.",-0.147,ecv-fragment05-1078,ACPROSE,mistake coincidence mischance
2182,10921,"It is no accident that the liberation of women, such as it is, should form part of a wider movement of liberation in general; liberation for one part of the ‘not-men’ is <b>bound</b> to have a knock-on effect when your fellow groups are sometimes quite literally identified with you.",0.091,ecv-fragment05-1078,ACPROSE,sure certain destined likely
2183,10928,"The assumption that all groups in the ‘not-men’ class are identical with each other is so firmly rooted that, as we shall see in the fourth section, it is readily assumed even by modern libertarian thinkers that <b>showing</b> that, for example, some ground for distinguishing between men and women is false or irrelevant, immediately commits us to the view that the same ground is irrelevant in distinguishing men from children.",-0.061,ecv-fragment05-1079,ACPROSE,demonstrating proving informing displaying
2184,10940,But it should <b>make</b> us very suspicious.,-0.182,ecv-fragment05-1081,ACPROSE,have drive
2185,10948,this principle is meant to <b>apply</b> only to human beings in the maturity of their faculties.,-0.2,ecv-fragment05-1084,ACPROSE,pertain deal
2186,10953,"This <b>view</b>, as we shall see, has been attacked on the grounds that it rests on the false assumption that the distinction between adults and children is identical with the distinction between rational and non-rational beings.",-0.206,ecv-fragment05-1088,ACPROSE,sight aspect belief idea opinion
2187,10958,"This view, as we shall see, has been attacked on the grounds that it rests on the <b>false</b> assumption that the distinction between adults and children is identical with the distinction between rational and non-rational beings.",-0.03,ecv-fragment05-1088,ACPROSE,incorrect untrue inaccurate
2188,10972,"Partly to redress the balance and partly because talking about ‘children’ covers such a wide range of potential <b>images</b>, I shall try to keep before my mind an ordinary 10-year-old of our society.",-0.059,ecv-fragment05-1092,ACPROSE,examples pictures ideas scenarios
2189,10974,She is the child of this paper unless I <b>indicate</b> otherwise.,0.344,ecv-fragment05-1093,ACPROSE,specify dictate say decide show
2190,10983,"the slave has absolutely no deliberative faculty; the woman has but its <b>authority</b> is imperfect; so has the child, but in this case it is immature.",0.094,ecv-fragment05-1098,ACPROSE,mandate presence power legislation
2191,10990,"I mean, that you should make them sensible by the Mildness of your <b>carriage</b>, and the composure even in your correction of them, that what you do is reasonable in you and useful and necessary for them.",0.286,ecv-fragment05-1103,ACPROSE,demeanor comportment manner temperament
2192,11003,"Roughly at the age of ten years, when by nature the child enters the stage of youth and begins to <b>reflect</b> …",0.182,ecv-fragment05-1109,ACPROSE,consider emulate ponder
2193,11006,"If a society <b>lets</b> any considerable number of its members grow up mere children, incapable of being acted on by rational consideration of distant motives, society has itself to blame for the consequences.",-0.171,ecv-fragment05-1112,ACPROSE,allows
2194,11011,"They have an ‘<b>immature</b>’ deliberative faculty (Aristotle), are not ‘endued with Reason’ (Hobbes), until roughly the age of 10 (Kant) and are ‘incapable of being acted upon by rational consideration of distant motives’ (Mill).",0.235,ecv-fragment05-1115,ACPROSE,childish young unfledged
2195,11018,The <b>immature</b> deliberative faculty will mature; children have the ‘possibility apparent’ of turning into rational beings (Hobbes); they love to be reated as though they were rational though they are not so yet (Locke); you can give the prerational child reasons for acting in certain ways and he will turn into the youth who is capable of having principles (Kant).,0.5,ecv-fragment05-1117,ACPROSE,childish youthful
2196,11031,It is then a matter of preference whether you <b>say</b> that they can not choose the goals or that they can not form strategies to achieve them or both.,-0.258,ecv-fragment05-1121,ACPROSE,declare voice believe assert argue
2197,11038,"In all this, there are perhaps a couple of things which <b>look</b> plausible when we compare the philosopher's child with our mental picture; Aristotle's observation that children are immature and Mill's suggestion that they might need protection.",-0.294,ecv-fragment05-1123,ACPROSE,seem
2198,11039,"In all this, there are perhaps a couple of things which look plausible when we compare the philosopher's child with our mental <b>picture</b>; Aristotle's observation that children are immature and Mill's suggestion that they might need protection.",-0.176,ecv-fragment05-1123,ACPROSE,image
2199,11041,"In all this, there are perhaps a couple of things which look plausible when we compare the philosopher's child with our mental picture; Aristotle's observation that children are <b>immature</b> and Mill's suggestion that they might need protection.",0.212,ecv-fragment05-1123,ACPROSE,childish innocent young infantile
2200,11042,"Beyond that, the similarities seem <b>remote</b>.",0.382,ecv-fragment05-1124,ACPROSE,small sparse obscure minimal
2201,11048,"The <b>tension</b> between these theoretical views of children as non-rational, non-autonomous beings and the practical knowledge of real children is evident in those quotations from Hobbes and Locke and Kant and Mill.",0.182,ecv-fragment05-1127,ACPROSE,conflict disparity friction
2202,11050,"The tension between these theoretical views of children as non-rational, non-<b>autonomous</b> beings and the practical knowledge of real children is evident in those quotations from Hobbes and Locke and Kant and Mill.",0.429,ecv-fragment05-1127,ACPROSE,independent self-governing powerful choosing
2203,11055,Hobbes is not using an inductive argument here; the ‘possibility apparent’ is not an inductive argument from observations about past children but is meant to refer to some discernible <b>feature</b> of present ones.,0.0,ecv-fragment05-1130,ACPROSE,aspect characteristic attributes
2204,11061,"But then, either Hobbes has failed to <b>distinguish</b> the child from at least the higher and domesticated animals or the force of ‘intelligently’ must be explained in such a way as to exclude animals.",0.412,ecv-fragment05-1135,ACPROSE,differentiate separate recognise discriminate
2205,11064,"But then, either Hobbes has failed to distinguish the child from at least the higher and domesticated animals or the force of ‘intelligently’ must be explained in such a <b>way</b> as to exclude animals.",-0.235,ecv-fragment05-1135,ACPROSE,manner approach method
2206,11065,"But then, either Hobbes has failed to distinguish the child from at least the higher and domesticated animals or the force of ‘intelligently’ must be explained in such a way as to <b>exclude</b> animals.",0.0,ecv-fragment05-1135,ACPROSE,ostracize eliminate preclude except
2207,11067,"In any case, if such a qualification is called for it is <b>hard</b> to see how a creature with no rationality at all could possess it.",-0.242,ecv-fragment05-1136,ACPROSE,difficult
2208,11076,"Lockean children have the added amazing ability to <b>recognise</b> reason in you without possessing any themselves, while Kantian kids, two stages back from rationality, have the disconcerting habit of getting puzzled and asking questions.",0.094,ecv-fragment05-1145,ACPROSE,perceive notice
2209,11077,"Lockean children have the added amazing ability to recognise reason in you without <b>possessing</b> any themselves, while Kantian kids, two stages back from rationality, have the disconcerting habit of getting puzzled and asking questions.",0.061,ecv-fragment05-1145,ACPROSE,having owning
2210,11078,"Lockean children have the added amazing ability to recognise reason in you without possessing any themselves, while Kantian kids, two <b>stages</b> back from rationality, have the disconcerting habit of getting puzzled and asking questions.",0.091,ecv-fragment05-1145,ACPROSE,steps levels
2211,11086,"Their problem seems to be not one of the inability to choose goals or to <b>form</b> strategies for achieving them, but an incorrigible propensity to choose the wrong ones and an awesome efficiency in achieving them unless adults intervene.",-0.219,ecv-fragment05-1149,ACPROSE,create develop build make
2212,11087,"Their problem seems to be not one of the inability to choose goals or to form strategies for achieving them, but an <b>incorrigible</b> propensity to choose the wrong ones and an awesome efficiency in achieving them unless adults intervene.",0.485,ecv-fragment05-1149,ACPROSE,recidivous inveterate incurable
2213,11091,"If, on the other <b>hand</b>, you allow rationality to children, then you can not use their lack of it as a criterion to distinguish them from adults.",-0.033,ecv-fragment05-1152,ACPROSE,side
2214,11094,"are not aware of the unreality of their original <b>pictures</b> which is why, often in the same sentence, they produce these contradictions.",-0.031,ecv-fragment05-1154,ACPROSE,images photographs movies
2215,11097,The one thing they do not do is to re-examine the <b>original</b> for the tell-tale signs of forgery.,-0.114,ecv-fragment05-1155,ACPROSE,authentic prototype script template
2216,11098,The one thing they do not do is to re-examine the original for the tell-tale <b>signs</b> of forgery.,-0.088,ecv-fragment05-1155,ACPROSE,indications hints signals
2217,11103,"The recognition that children can not simply be written off in the rationality stakes and can not therefore be denied <b>autonomy</b> on this account has led some writers to conclude that they can not, therefore, be denied it on any account.",0.265,ecv-fragment05-1157,ACPROSE,independence freedom liberty authority
2218,11107,"We should <b>notice</b> that this view is not just a flight of fancy from the loony left, the pederast lobby or children themselves.",-0.273,ecv-fragment05-1158,ACPROSE,observe see note realise appreciate
2219,11108,"We should notice that this <b>view</b> is not just a flight of fancy from the loony left, the pederast lobby or children themselves.",-0.065,ecv-fragment05-1158,ACPROSE,perspective sight perception opinion
2220,11109,"We should notice that this view is not just a <b>flight</b> of fancy from the loony left, the pederast lobby or children themselves.",0.188,ecv-fragment05-1158,ACPROSE,type expression whim
2221,11134,"We must remember that to deny someone control of their own lives is to offer them a most profound insult, not to mention the which the frustration of their wishes and the <b>setting</b> at naught of their own plans for themselves will add.",0.088,ecv-fragment05-1168,ACPROSE,beginning area disabling valuation placing perspective
2222,11135,"We must remember that to deny someone control of their own lives is to offer them a most profound insult, not to mention the which the frustration of their wishes and the setting at naught of their own plans for themselves will <b>add</b>.",0.0,ecv-fragment05-1168,ACPROSE,boost total build contribute
2223,11137,Perhaps we should conduct annual examinations from an early age to be sure that we do as little of this sort of <b>damage</b> as possible?,0.029,ecv-fragment05-1169,ACPROSE,harm reparation
2224,11138,"Now Holt and Harris both have many <b>wise</b>, enlightened and humane observations to make about some of the injustices which we inflict upon children, but as these remarks show, putting them right without inflicting equally grave injustice is no easy matter.",-0.061,ecv-fragment05-1171,ACPROSE,clever intelligent thoughtful smart
2225,11156,"To impose such a test on children would be a particularly invidious <b>way</b> of discriminating against them, unless Harris has in mind that we should all undergo such examination.",-0.206,ecv-fragment05-1178,ACPROSE,method approach manner
2226,11164,"These two suggestions, far from being enlightened liberation of all children, are actually oppression of a deeply damaging kind to at least some, and Harris's suggestion contains a <b>capacity</b> criterion in disguise.",0.194,ecv-fragment05-1180,ACPROSE,ability volume capability
2227,11165,"These two suggestions, far from being enlightened liberation of all children, are actually oppression of a deeply damaging kind to at least some, and Harris's suggestion contains a capacity criterion in <b>disguise</b>.",0.167,ecv-fragment05-1180,ACPROSE,camouflage hiding incognito concealment
2228,11169,His view that letting children run in and out of busy airports smartly avoiding the traffic is perfectly reasonable depends upon a <b>conception</b> of a child which is far narrower than even the sex divide.,0.294,ecv-fragment05-1188,ACPROSE,image understanding fertilization idea creation
2229,11178,"If Holt thinks that this proposal would <b>remove</b> an arbitrary boundary line between adults and children, then he is mistaken.",0.059,ecv-fragment05-1193,ACPROSE,erase withdraw abolish
2230,11181,"The <b>point</b> about an adult citizen is that he has these rights, privileges, duties and responsibilities whether or not he wants them.",-0.207,ecv-fragment05-1194,ACPROSE,fact purpose reality thing
2231,11182,"He may not <b>exercise</b> his rights or he may shirk his duties, but he can not forgo them.",0.147,ecv-fragment05-1195,ACPROSE,use practice
2232,11197,Holt does not want children to be obliged to take on any of these responsibilities and he manages to make his point by <b>concentrating</b> solely on the rights so that he can remark:,0.029,ecv-fragment05-1205,ACPROSE,focusing thinking relying working
2233,11203,"If he can ‘pick and choose’, I suggest, he is not a citizen, he does not have <b>full</b> political status and he is quite distinguishable on these grounds alone from the adults around him who do not have this option.",-0.118,ecv-fragment05-1209,ACPROSE,complete comprehensive
2234,11204,"If he can ‘pick and choose’, I suggest, he is not a citizen, he does not have full political status and he is quite <b>distinguishable</b> on these grounds alone from the adults around him who do not have this option.",0.265,ecv-fragment05-1209,ACPROSE,identifiable unique known recognizable noticeable
2235,11206,"Holt and Harris both, in the <b>end</b>, face the same problem.",-0.206,ecv-fragment05-1210,ACPROSE,final finale
2236,11209,"They attack the status quo by <b>pointing</b> out that the reasons given for denying rights to children are bad reasons, and then explicitly or implicitly deny them duties for no reason at all.",-0.125,ecv-fragment05-1211,ACPROSE,outlining directing pinpointing singling marking
2237,11213,"Whatever else such a strategy may achieve, it certainly does not manage to <b>produce</b> a situation in which children are politically indistinguishable from adults and it rests on premises which, unless they can be defended, gain nothing for any defence to the charge of arbitrariness.",0.139,ecv-fragment05-1212,ACPROSE,deliver conjure concoct make
2238,11242,Aristotle said something very interesting in that <b>extract</b> from the Politics which I quoted earlier; he said that women have a deliberative faculty but that it lacks full authority.,0.176,ecv-fragment05-1217,ACPROSE,excerpt passage
2239,11250,The party was in a mutinous condition in November 1911 and there was no apparent successor who would have even half of Balfour's political <b>gifts</b>.,0.229,ew1-fragment01-3,ACPROSE,abilities talents contributions
2240,11260,The <b>shock</b> caused by Balfour's going thus did something to steady the party and it certainly produced a real determination to settle the affairs of the party with less friction than had been fashionable of late.,0.065,ew1-fragment01-6,ACPROSE,trauma impact bombshell surprise consternation
2241,11261,The shock caused by Balfour's going thus did something to <b>steady</b> the party and it certainly produced a real determination to settle the affairs of the party with less friction than had been fashionable of late.,0.094,ew1-fragment01-6,ACPROSE,calm stabilise
2242,11267,"The main contenders for the leadership were Austen Chamberlain and Walter Long, representing the two different establishments of the Edwardian Unionist party — the opposite worlds of Birmingham and Wiltshire — but the <b>situation</b> was complicated by the intervention of two outsiders, Edward Carson and Andrew Bonar Law.",-0.086,ew1-fragment01-7,ACPROSE,circumstance scenario race
2243,11277,"The party officers and Whips were solidly behind Chamberlain, but Law drew off some of his <b>support</b> among tariff reformers and, urged on by Edward Goulding and Max Aitken, he refused to withdraw unless his continued candidature would allow Long to win.",-0.188,ew1-fragment01-10,ACPROSE,backing assistance aid
2244,11284,Long was supported by the bulk of the English county <b>members</b> but by few of the party's men of talent.,0.0,ew1-fragment01-12,ACPROSE,people representatives constituents group voters
2245,11286,By the morning of Friday 10 November it was clear that neither Chamberlain nor Long would <b>secure</b> a majority and that some supporters of each of them would not contentedly follow the other.,0.029,ew1-fragment01-13,ACPROSE,own establish obtain claim procure
2246,11289,A party meeting was to be held on the <b>following</b> Monday and the Whips were making preparation for a vote to be taken.,-0.242,ew1-fragment01-14,ACPROSE,next consecutive subsequent
2247,11292,Chamberlain provided the <b>way</b> out by suggesting to Balcarres that both he and Long should withdraw and so allow Law to be elected unanimously; he also turned down Balcarres's remarkable advice that he should allow Long to be elected since Long would make such a mess of things that Chamberlain would be bound to succeed within the year.,-0.2,ew1-fragment01-15,ACPROSE,route solution method path
2248,11299,"<b>Faced</b> with Chamberlain's proposition, and without a majority of his own, Long had no option but to agree.",-0.125,ew1-fragment01-16,ACPROSE,Confronted Presented Met
2249,11301,The Carlton meeting on Monday <b>went</b> off quite admirably.,-0.118,ew1-fragment01-19,ACPROSE,passed kicked
2250,11304,A good many men came into the room by no means inclined to acquiesce in the proposed <b>arrangement</b>.,0.441,ew1-fragment01-21,ACPROSE,agreement plans deal plan
2251,11314,A clever way of <b>stifling</b> discussion and few could have done it so well.,0.303,ew1-fragment01-29,ACPROSE,preventing stalling stopping limiting
2252,11317,His speech <b>struck</b> me as the feeblest of the day.,0.176,ew1-fragment01-32,ACPROSE,hit impressed floored
2253,11330,"In Glasgow he had picked up many of the skills that a more highly-born politician might have acquired in the Oxford Union or at the Bar, but skills that were very different in <b>appearance</b>.",0.029,ew1-fragment01-41,ACPROSE,impression looks character
2254,11338,As an extempore speaker he was able to tailor his words to his audience's <b>reactions</b> and so convey the impression of personal conversation even when addressing thousands.,0.029,ew1-fragment01-44,ACPROSE,feedback responses demeanour
2255,11343,"In parliament he was wont to abandon an argument half-completed if he sensed that his point had been <b>made</b>; the speeches that appear in Hansard were touched up by his staff, and his speeches in the country were given to the press in advance.",-0.294,ew1-fragment01-45,ACPROSE,conveyed established placed successful
2256,11345,"In parliament he was wont to abandon an argument half-completed if he sensed that his point had been made; the speeches that appear in Hansard were <b>touched</b> up by his staff, and his speeches in the country were given to the press in advance.",0.324,ew1-fragment01-45,ACPROSE,polished beefed edited
2257,11348,Again Law succeeded by unorthodoxy; he was quick to <b>grasp</b> the essentials of an opponent's argument and quite prepared to be rude or direct if the situation demanded it.,0.219,ew1-fragment01-47,ACPROSE,understand get hold comprehend
2258,11350,Again Law succeeded by unorthodoxy; he was quick to grasp the essentials of an opponent's argument and quite prepared to be <b>rude</b> or direct if the situation demanded it.,-0.031,ew1-fragment01-47,ACPROSE,impolite abrupt obnoxious
2259,11354,"In the <b>long</b> debates over Marconi in 1913 and over the Curragh "" mutiny "" in 1914 Law was able to nail Asquith's evasions where a more polished stylist might have been foiled.",-0.061,ew1-fragment01-48,ACPROSE,lengthy extended protracted
2260,11355,"In the long debates over Marconi in 1913 and over the Curragh "" mutiny "" in 1914 Law was able to <b>nail</b> Asquith's evasions where a more polished stylist might have been foiled.",0.219,ew1-fragment01-48,ACPROSE,evidence pin perfect smash cement
2261,11375,"Before he succeeded Balfour then, Law was not associated with any of the <b>features</b> that were to characterize his party leadership; his contribution was to use the leadership in the service of all of these causes, to make himself the spokesman for the most spirited sections of the party.",0.258,ew1-fragment01-55,ACPROSE,traits attributes principles characteristics
2262,11377,"Before he succeeded Balfour then, Law was not associated with any of the features that were to characterize his party leadership; his <b>contribution</b> was to use the leadership in the service of all of these causes, to make himself the spokesman for the most spirited sections of the party.",0.2,ew1-fragment01-55,ACPROSE,offering beneficence input innovation
2263,11379,"Before he succeeded Balfour then, Law was not associated with any of the features that were to characterize his party leadership; his contribution was to use the leadership in the service of all of these causes, to <b>make</b> himself the spokesman for the most spirited sections of the party.",-0.2,ew1-fragment01-55,ACPROSE,elect become appoint establish
2264,11385,Law conceived of the role of the leader in an exactly opposite sense from Balfour: he <b>sought</b> to foster unity by placing himself at the head of the discordant elements where Balfour had thrown the leadership on the side of restraint.,0.114,ew1-fragment01-56,ACPROSE,attempted wanted desired aimed
2265,11386,Law conceived of the role of the leader in an exactly opposite sense from Balfour: he sought to <b>foster</b> unity by placing himself at the head of the discordant elements where Balfour had thrown the leadership on the side of restraint.,0.294,ew1-fragment01-56,ACPROSE,encourage promote gather
2266,11398,"Their respective positions explain this in part: as ex-Prime Minister and a considerable figure in his own right, Balfour had the confidence to believe in his own judgement even when isolated from the bulk of the party; as the tertium quid in the recent contest, Law had neither the <b>weight</b> nor the confidence to take such a detached view.",0.387,ew1-fragment01-57,ACPROSE,influence substance knowledge authority heft
2267,11402,"His <b>strategy</b> was rather to canalize the enthusiasm of the diehards into party channels, to articulate their views, and to create unity from the sense of movement.",-0.029,ew1-fragment01-58,ACPROSE,approach plan game
2268,11403,"His strategy was rather to <b>canalize</b> the enthusiasm of the diehards into party channels, to articulate their views, and to create unity from the sense of movement.",0.639,ew1-fragment01-58,ACPROSE,channel streamline convey direct
2269,11404,"His strategy was rather to canalize the enthusiasm of the diehards into party <b>channels</b>, to articulate their views, and to create unity from the sense of movement.",0.061,ew1-fragment01-58,ACPROSE,lines systems
2270,11407,"His strategy was rather to canalize the enthusiasm of the diehards into party channels, to articulate their views, and to create unity from the <b>sense</b> of movement.",0.229,ew1-fragment01-58,ACPROSE,power feel idea feeling
2271,11409,"In his characteristic phrase, "" I am their leader, I must <b>follow</b> them "" — but he determined to follow them from the front.",-0.229,ew1-fragment01-59,ACPROSE,pursue join trail
2272,11416,"Much of his leadership was thus a form of pragmatic extremism, extreme action and the threat of more extreme <b>action</b> to come, but used in the cause of more limited objectives.",-0.062,ew1-fragment01-61,ACPROSE,problems steps activity force responses
2273,11440,"There was then an open toughness about party tactics; before the Buckingham Palace Conference in 1914 he had Central Office work out the electoral effects of <b>excluding</b> nine, six or four counties of Ulster from an independent Ireland the concern of a calculating pragmatist not of a bigot.",0.294,ew1-fragment01-67,ACPROSE,barring precluding banning
2274,11443,"From the party viewpoint Law's methods were successful but <b>dangerous</b>; expectations raised when the party was in full cry were not easily set aside for an eventual compromise, and the only outcome that would fully vindicate the methods was the recovery of power.",0.029,ew1-fragment01-68,ACPROSE,risky unsafe perilous
2275,11449,"From the party viewpoint Law's methods were successful but dangerous; expectations raised when the party was in full cry were not easily set aside for an eventual compromise, and the only outcome that would fully vindicate the methods was the <b>recovery</b> of power.",0.152,ew1-fragment01-68,ACPROSE,recuperation retrieval seizure restoration regaining
2276,11450,"From the party viewpoint Law's methods were successful but dangerous; expectations raised when the party was in full cry were not easily set aside for an eventual compromise, and the only outcome that would fully vindicate the methods was the recovery of <b>power</b>.",0.062,ew1-fragment01-68,ACPROSE,control governance government strength
2277,11454,In parliament there would be a carefully organized <b>campaign</b> of resistance that would at least slow the government down and raise Unionist morale.,0.438,ew1-fragment01-70,ACPROSE,operation ca movement organisation
2278,11459,"Improved morale would also make possible organizational <b>advances</b> outside parliament, all linked to the issue of Ulster, and with the sights fixed firmly on the next election, an election that would make or break the Union, the Empire and Law's leadership of the party.",0.032,ew1-fragment01-71,ACPROSE,performances achievements discoveries progress gains progressions
